Title,Video URL,Video Duration,Views Number,Date the video uploaded
"I Became The Ultimate Ninja! | Nioh 3 Full Game - Ninja Dual Katana Gameplay Playthrough EP. 1我成为了终极忍者！|仁王 3 完整版 - 忍者双刀游戏通关 EP. 1","https://www.youtube.com/watch?v=0sWmxmLbuFg&pp=ygUGbmlvaCAz","34.50","4259次观看","2天前"
"Nioh 3 - Las horas iniciales | 3GB仁王 3 - 开幕时刻 |3GB","https://www.youtube.com/watch?v=Vl6eL7arsG0&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","2.04:44","4254次观看","直播时间：2天前"
"🔴Live! Nioh 3 Gameplay Pure Ninja Part 1🔴活着！仁王3纯忍者玩法 第一部分","https://www.youtube.com/watch?v=ZZK8N55AQaM&pp=ygUGbmlvaCAz","3.47:25","4189次观看","直播时间：2天前"
"NIOH 3 -  O INÍCIO de GAMEPLAY em 4K60 .. Legendado em Português BR!仁王 3——4K60 游戏的开端......葡萄牙语字幕：BR！","https://www.youtube.com/watch?v=gW5DXRwECh0&pp=ygUGbmlvaCAz","1.15:28","4071次观看","3天前"
"NIOH 3 - EndymionTv Plays仁王3 - 恩底弥翁电视播放","https://www.youtube.com/watch?v=j6ITS57THWM&pp=ygUGbmlvaCAz","3.36:17","4354次观看","直播时间：2天前"
"NIOH 3 : AVANT de l'acheter, vous devez savoir ça ! 💥 Gameplay, Armes, Histoire, Editions..仁王3：在你购买之前，你需要知道这一点！💥 游戏玩法、武器、历史、版本......","https://www.youtube.com/watch?v=yyTsBAB6Lig&pp=ygUGbmlvaCAz","9.49","4280次观看","16小时前"
"THE THREE NEW FEATURES OF NIOH 3 (FINAL IMPRESSIONS)仁王3的三大新功能（最终印象）","https://www.youtube.com/watch?v=8bRy4t2dCRs&pp=ygUGbmlvaCAz","40.29","3951次观看","1天前"
"Nioh 3 Demo - All Boss Fights (No Damage)仁王 3 演示版 - 所有 Boss 战（无伤害）","https://www.youtube.com/watch?v=MiHVeEgSBDk&pp=ygUGbmlvaCAz","20.37","4146次观看","2天前"
"Nioh 3 Demo (PS5) | Part 2 of 2仁王 3 试玩版（PS5） |第二部分，共二部分","https://www.youtube.com/watch?v=pIXuIACq_hI&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","3.44:36","3860次观看","直播时间：1天前"
"Nioh 3 | Demo Content Carries Into Game Release | Part 2仁王3 |试玩版内容将延续至游戏发布 |第二部分","https://www.youtube.com/watch?v=geaTVW9psAw&pp=ygUGbmlvaCAz","45.31","4416次观看","2天前"
"🎮🚨 AO VIVO -  NIOH 3 - JOGANDO ACESSO ANTECIPADO - EXCLUSIVO DE CONSOLES -  PS5 PRO #nioh3🎮🚨 实况 - 《仁王 3》- 抢先体验 - 主机独占 - PS5 PRO #nioh3","https://www.youtube.com/watch?v=B3n0oSh6Ovg&pp=ygUGbmlvaCAz","2.17:26","3982次观看","直播时间：2天前"
"NIOH 3 erklärt: Lohnt sich das Spiel für dich? | Ehrlicher Überblick vor dem Kauf《仁王3》解释：这款游戏值得你玩吗？|购买前的诚实概述","https://www.youtube.com/watch?v=FJphIQVt9Oo&pp=ygUGbmlvaCAz","8.56","3841次观看","3天前"
"MORE OF THE SAME?! Nioh 3 Demo Live!还是老样子？！仁王3试玩现场！","https://www.youtube.com/watch?v=w_O81FoHq8M&pp=ygUGbmlvaCAz","1.34:38","3848次观看","直播时间：2天前"
"Nioh 3: Dicas iniciais para ter o COMEÇO PERFEITO!!仁王3：完美开局的初步建议！！","https://www.youtube.com/watch?v=3qxnJ73qwcQ&pp=ygUGbmlvaCAz","6.00","3654次观看","1天前"
"Don't Buy Nioh 3 - Nioh 3 Is GARBAGE!别买《仁王3》——《仁王3》简直是垃圾！","https://www.youtube.com/watch?v=Pz5d5QdY8-A&pp=ygUGbmlvaCAz","8.32","3634次观看","3天前"
"Nioh 3 - PS5 vs PS5 PRO Graphics & Frame Rate Comparison仁王 3 - PS5 vs PS5 PRO 的画面与帧率对比","https://www.youtube.com/watch?v=KTOjpZb6X70&pp=ygUGbmlvaCAz","14.28","3957次观看","2天前"
"Yamagata Masakage Boss - Nioh 3 Gameplay Part 1 (FULL GAME)山形正景 Boss - 仁王 3 游戏玩法第一部分（完整版）","https://www.youtube.com/watch?v=dNyd3sglLH4&pp=ygUGbmlvaCAz","2.38:49","4601次观看","22小时前"
"NIOH 1 - The Full Story Explained - Before You Play Nioh 3《仁王1》——完整故事解说——在你玩《仁王3》之前","https://www.youtube.com/watch?v=7PATxN5OHNs&pp=ygUGbmlvaCAz","13.38","3413次观看","2天前"
"Nioh 3 | First Impressions仁王3 |第一印象","https://www.youtube.com/watch?v=JlKVCQYSQ3I&pp=ygUGbmlvaCAz","5.00:40","3634次观看","直播时间：1天前"
"🔴DW3 Remaster Gameplay Reaction THEN Nioh 3 - Join the Valentines Day Tournament! ⚔️🔴《真·三国重制版》玩法反应，然后加入《仁王3》——加入情人节大赛吧！⚔️","https://www.youtube.com/watch?v=OMgkRw1rJvY&pp=ygUGbmlvaCAz","2.20:09","3272次观看","直播时间：2天前"
"Nioh 3 Let's Play (Part 1) - The Fall of Edo Castle (PS5) @PWARGaming仁王 3 实况（上）- 江户城的陨落（PS5）@PWARGaming","https://www.youtube.com/watch?v=iDVbBXRINEI&pp=ygUGbmlvaCAz","1.19:55","3349次观看","3天前"
"Nioh 3 is Already in the Running for GOTY 2026: Early Impressions《仁王3》已经进入2026年度年度游戏的竞争者名单：早期印象","https://www.youtube.com/watch?v=FDByVbjqc2I&pp=ygUGbmlvaCAz","12.18","3450次观看","3天前"
"Nioh 3 - Gameplay Walkthrough Part 1 (PS5 Pro) No Commentary仁王 3 - 游戏演示攻略第一部分（PS5 Pro）无解说","https://www.youtube.com/watch?v=8y3oWixrKoI&pp=ygUGbmlvaCAz","6.07:03","3789次观看","3天前"
"Nioh 3 is guaranteed to be a great game if it comes out like this [Showcase Brief Review]如果《仁王3》能以这样的方式发布，它一定会是一款很棒的游戏【展示简报评测】","https://www.youtube.com/watch?v=ws43rIG-H4U&pp=ygUGbmlvaCAz","3.19","3624次观看","2天前"
"Nioh 3 INSANE BEGINNERS KATANA BUILD! DESTROY THE GAME EARLY🔥仁王3：疯狂初学者武士刀构建！早🔥早摧毁比赛","https://www.youtube.com/watch?v=L4PcxgkHRNo&pp=ygUGbmlvaCAz","5.49","3161次观看","1天前"
"NIOH 3 ПОЛНОЕ ПРОХОЖДЕНИЕ НА РУССКОМ #2 [4K PS5 PRO] | Ниох 3 Прохождение и Обзор《仁王 3》完整英文攻略 #2 [4K PS5 PRO] |Nioch 3 攻略与评测","https://www.youtube.com/watch?v=1cZLwN-R9Pk&pp=ygUGbmlvaCAz","3.24:45","3060次观看","直播时间：1天前"
"NIOH 3 - Part 3仁王3 - 第三部分","https://www.youtube.com/watch?v=FQJcAjZppBs&pp=ygUGbmlvaCAz","5.22:42","2991次观看","直播时间：1天前"
"Nioh 3 - I HAVE THE FULL GAME! Let's SPEEDRUN IT?? 仁王3 Livestream仁王3——我有完整版游戏！我们速通一下？？仁王3直播","https://www.youtube.com/watch?v=RFAUrTQLMVo&pp=ygUGbmlvaCAz","3.57:14","3349次观看","直播时间：1天前"
"Nioh 3: Easy No Nonsense COOP Guide仁王3：简单无废话合作指南","https://www.youtube.com/watch?v=-Pf6fHp4EDA&pp=ygUGbmlvaCAz","2.01","2708次观看","2天前"
"NIOH 3 : RTX 3060 TI (4K, 1440p & 1080p)NIOH 3：RTX 3060 TI（4K，1440p 和 1080p）","https://www.youtube.com/watch?v=AWTNlW4-NuQ&pp=ygUGbmlvaCAz","10.30","3147次观看","2天前"
"Nioh 3 - True Shinobi Gameplay - Fast Paced Brutal Action 4K仁王 3 - 真正的忍者玩法 - 快节奏残酷动作 4K","https://www.youtube.com/watch?v=H-SsscfLoiY&pp=ygUGbmlvaCAz","8.25","2998次观看","2天前"
"I'm Addicted To Ninja! Jakotsu Baba | Nioh 3 Dual Katana Gameplay Playthrough Ep 2我迷上了忍者！蛇骨马场 |仁王3双刀游戏实况 第二集","https://www.youtube.com/watch?v=8MBQnK9Fn9M&pp=ygUGbmlvaCAz","26.46","2914次观看","1天前"
"NIOH 3: The hype is REAL! Gameplay review and impressions.仁王3：炒作是真的！游戏体验评测与印象。","https://www.youtube.com/watch?v=S92omRt4N8E&pp=ygUGbmlvaCAz","17.01","2913次观看","4天前"
"PS5 | Nioh 3 - PS5 특징 트레일러 (4K)PS5 |仁王 3 - PS5 特色预告片（4K）","https://www.youtube.com/watch?v=bdAt6_PcHVg&pp=ygUGbmlvaCAz","0.51","2584次观看","1天前"
"Nioh 3 | Demo Content Carries Into Game Release | Part 3仁王3 |试玩版内容将延续至游戏发布 |第三部分","https://www.youtube.com/watch?v=NJmVITC9cks&pp=ygUGbmlvaCAz","46.30","2638次观看","2天前"
"NIOH 3 #03 – Velhos Conhecidos | Gameplay PS5 PT-BRNIOH 3 #03 – Velhos Conhecidos |游戏玩法 PS5 PT-BR","https://www.youtube.com/watch?v=pFKGiYwvEOU&pp=ygUGbmlvaCAz","4.19:29","8879次观看","10小时前"
"Nioh 3 Guide & Tips | How to Get Started! French Tutorial《仁王3》攻略与技巧 |如何开始！法语教程","https://www.youtube.com/watch?v=z8LysT7dOXk&pp=ygUGbmlvaCAz","11.01","2650次观看","1天前"
"Nioh 3: Early Access Gameplay! Character Creator, Tutorial, New Gameplay & More仁王3：抢先体验玩法！角色创建器、教程、新玩法等","https://www.youtube.com/watch?v=JvO83_ZJ7QM&pp=ygUGbmlvaCAz","33.38","2903次观看","3天前"
"Nioh 3 - Let's Play Part 11: Princess Tsubaki仁王 3 - Let's Play 第 11 部分：椿公主","https://www.youtube.com/watch?v=uQlStu9xjg4&pp=ygUGbmlvaCAz","45.37","4574次观看","11小时前"
"NIOH 3 DEMO: THE FORBIDDEN DOOR! 🔒 HOW TO GET OP ITEMS EARLY (EXCLUSIVE BUG)仁王 3 试玩版：禁忌之门！🔒 如何提前获得强力物品（独家 BUG）","https://www.youtube.com/watch?v=PLgkBSb6tU4&pp=ygUGbmlvaCAz","3.59","2411次观看","1天前"
"Nioh 3 - Yamagata Masakage Boss Fight (No Damage)仁王 3 - 山形正景 Boss 战（无伤害）","https://www.youtube.com/watch?v=ZLCcmPMEE6M&pp=ygUGbmlvaCAz","7.26","2625次观看","1天前"
"HOW TO BEAT Yamagata Masakage BOSS EASY GUIDE | Nioh 3如何击败山形正景 BOSS 简易攻略 |仁王 3","https://www.youtube.com/watch?v=_M7Vb_3DOXw&pp=ygUGbmlvaCAz","3.15","2440次观看","1天前"
"NIOH 3 I AM Reviewing it- Deep Dive Breakdown - ASK ME ANYTHING仁王3 我正在评测——深入解析——随时问我任何问题","https://www.youtube.com/watch?v=DEPVjgn2scE&pp=ygUGbmlvaCAz","16.47","2528次观看","5天前"
"Nioh 3 ROG ALLY Z1 Extreme Performance: Is it Playable?仁王 3 ROG ALLY Z1 极限性能：能玩吗？","https://www.youtube.com/watch?v=jZroVrnidD4&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","8.23","2297次观看","2天前"
"NIOH 3 GAMEPLAY - IS THIS GAME GOOD? PC 1440p60《仁王 3》玩法——这款游戏好玩吗？PC 1440p60","https://www.youtube.com/watch?v=Rev9oxqbRnw&pp=ygUGbmlvaCAz","6.25:15","2356次观看","直播时间：1天前"
"Nioh 3 | RTX 5070 4K, 1440p, 1080p DLSS 4.5 Multi Frame Generation | i7 14700F | PC Performance仁王 3 |RTX 5070 4K，1440p，1080p DLSS 4.5 多帧生成 |i7 14700F |PC 性能","https://www.youtube.com/watch?v=0N4B1ebC7Yc&pp=ygUGbmlvaCAz","13.31","2266次观看","2天前"
"ภาคใหม่นิ้วจะพันกันเหมือนภาคก่อนๆมั้ย - Nioh 3 (DEMO)新作会像上一部那样交织在一起吗？- 仁王3（演示版）","https://www.youtube.com/watch?v=3GGZlXf2hSU&pp=ygUGbmlvaCAz","7.48:10","2953次观看","直播时间：2天前"
"Nioh 3 Impressions: Is It Worth Your Time?《仁王3》印象：值得你花时间吗？","https://www.youtube.com/watch?v=flZOUZYzPPY&pp=ygUGbmlvaCAz","14.28","2404次观看","19小时前"
"Nioh 3 (PS5) | FULL GAME SPOILERS | Part 3仁王 3（PS5） |完整游戏剧透 |第三部分","https://www.youtube.com/watch?v=x6SAsHohXzA&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","4.13:00","2408次观看","直播时间：1小时前"
"Nioh 3 - Gaki Chief Boss Fight (No Damage)仁王 3 - 加基首领 Boss 战（无伤害）","https://www.youtube.com/watch?v=-G5AJcYsjmY&pp=ygUGbmlvaCAz","2.11","2315次观看","1天前"
"Nioh 3 Pretty Female Character Creation full sliders仁王3：漂亮女性角色创建全滑块","https://www.youtube.com/watch?v=ddVpwqT89nE&pp=ygUGbmlvaCAz","6.03","2192次观看","2天前"
"Nioh 3 Demo Max Settings DLSS 4K | RTX 5090 | R9 9950X3D《仁王 3》演示最大设置 DLSS 4K |RTX 5090 |R9 9950X3D","https://www.youtube.com/watch?v=c-kVQCC-cog&pp=ygUGbmlvaCAz","19.45","2484次观看","2天前"
"Nioh 3 FULL Gameplay DAY 1仁王3完整游戏体验 第一天","https://www.youtube.com/watch?v=f48fTw7Z_v8&pp=ygUGbmlvaCAz","6.55:25","2046次观看","直播时间：1天前"
"NIOH 3 no PC! DESEMPENHO E OTIMIZAÇÃO, tá jogável?《仁王 3》PC 版！性能与优化，游戏可玩吗？","https://www.youtube.com/watch?v=B_iuvNS39p0&pp=ygUGbmlvaCAz","10.55","1968次观看","2天前"
"NIOH 3 - Part 4仁王3 - 第四部分","https://www.youtube.com/watch?v=iQdVWHh3pUg&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","5.07:07","2514次观看","直播时间：8小时前"
"Nioh 3 - 50 Minutes of PS5 Pro Demo Gameplay @ 4K 60ᶠᵖˢ ✔仁王 3 - 50 分钟 PS5 Pro 演示游戏 @ 4K 60fps ✔","https://www.youtube.com/watch?v=9WkwdnhBAYs&pp=ygUGbmlvaCAz","50.09","2383次观看","3天前"
"Bevor du KAUFST!💀 DAS musst du JETZT vorab über NIOH 3 wissen!🔥在你购买之前！💀现在就告诉你需要提前了解的关于《仁王3》的内容！ 🔥","https://www.youtube.com/watch?v=cY1VPwTMuis&pp=ygUGbmlvaCAz","8.38","2209次观看","6天前"
"Nioh 3 - Full Character Customization仁王3 - 完整角色自定义","https://www.youtube.com/watch?v=TkY1KuRtXN4&pp=ygUGbmlvaCAz","19.24","1944次观看","3天前"
"[Nioh 3] A Preview of the Latest Nioh Series, a Game That Will Satisfy Newcomers and Veterans alike[仁王3]最新《仁王》系列的预览，这款游戏既能满足新手，也能满足老玩家","https://www.youtube.com/watch?v=tviO422Temk&t=295s&pp=ygUGbmlvaCAz","10.58","1910次观看","19小时前"
"Answering ALL QUESTIONS NIOH 3 with 50 hours PLAYED回答所有关于《仁王3》且已玩50小时的问题","https://www.youtube.com/watch?v=lyH24pEkGj4&pp=ygUGbmlvaCAz","26.14","1798次观看","1天前"
"Nioh 3 | Demo Content Carries Into Game Release | Part 4仁王3 |试玩版内容将延续至游戏发布 |第四部分","https://www.youtube.com/watch?v=uZL27u5Wxww&pp=ygUGbmlvaCAz","38.45","1736次观看","2天前"
"Nioh 3 Demo végigjátszás stream ( magyar / HUN )仁王3演示攻略流（英文/匈牙利语）","https://www.youtube.com/watch?v=t98e5fB9CCw&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","4.42:04","1898次观看","直播时间：1天前"
"GTX 1060 - RX 9060 XT - RTX 4070 ~ Nioh 3 Demo | 1080P, 1440P & 4K Performance Test | DLSS 4.5 - FSRGTX 1060 - RX 9060 XT - RTX 4070 ~ 仁王 3 演示 |1080P、1440P 和 4K 性能测试 |DLSS 4.5 - FSR","https://www.youtube.com/watch?v=JXI5JL2kJ6U&pp=ygUGbmlvaCAz","22.31","1770次观看","2天前"
"Nioh 3 Demo (PC) | Warlords & Yokai Grab Defeat Compilation #1仁王 3 试玩版（PC） |七武海与妖怪抓取击败合集#1","https://www.youtube.com/watch?v=Q-QmjgZwyog&pp=ygUGbmlvaCAz","12.02","1811次观看","1天前"
"1-تختيم الديمو  || Nioh 3 ||  البدايه1-演示结束 ||仁王3 ||起源","https://www.youtube.com/watch?v=nNXtTyCwp-s&pp=ygUGbmlvaCAz","22.35","1757次观看","1天前"
"Nioh 3 - Primeira Vez que Jogo a Série仁王3——我第一次玩这个系列","https://www.youtube.com/watch?v=xrX4ApMurN0&pp=ygUGbmlvaCAz","27.04","1736次观看","1天前"
"Nioh 3 PS5 Pro Gameplay [Enhanced]仁王 3 PS5 Pro 游戏体验[增强版]","https://www.youtube.com/watch?v=xZpIitnJiyw&pp=ygUGbmlvaCAz","20.02","1872次观看","3天前"
"Nioh 3 How To Use Guardian Spirits Ultimate Guide!《仁王3：守护灵终极指南》！","https://www.youtube.com/watch?v=PQUw2Rf32nE&pp=ygUGbmlvaCAz","7.53","1605次观看","2天前"
"Nioh 3: Test Your Might ⚔️ | PS5 Games仁王 3：试探你的力量 ⚔️ |PS5 游戏","https://www.youtube.com/watch?v=mWn6RLDk8ko&pp=ygUGbmlvaCAz","4.14","1544次观看","3天前"
"Nioh 3 - Tráiler de características en PS5 | PlayStation España仁王 3 - PS5 功能预告片 |PlayStation 英国版","https://www.youtube.com/watch?v=88_tAiF5jP8&pp=ygUGbmlvaCAz","0.51","1752次观看","2天前"
"Nioh 3 - Official PS5 Features Trailer《仁王 3》- 官方 PS5 功能预告片","https://www.youtube.com/watch?v=gbEkMchta2w&pp=ygUGbmlvaCAz","0.51","1558次观看","2天前"
"Nioh 3 How To Use Deflect Ultimate Guide!《仁王3：如何使用反弹终极攻略》！","https://www.youtube.com/watch?v=5EEmwCEUqsM&pp=ygUGbmlvaCAz","3.49","1590次观看","2天前"
"NIOH 3 Gameplay Walkthrough Part 1 FULL GAME [4K 60FPS PS5 PRO] - No Commentary仁王 3 游戏演示攻略 第一部分 完整游戏 [4K 60FPS PS5 PRO] - 无解说","https://www.youtube.com/watch?v=3XSKrnvoIoQ&pp=ygUGbmlvaCAz","11.09:31","6883次观看","4小时前"
"What happens if you beat Tokugawa Kunimatsu at the start of Nioh 3?如果你在《仁王3》开头打败了德川国松，会发生什么？","https://www.youtube.com/watch?v=gg4O_wmLwH0&pp=ygUGbmlvaCAz","9.20","1947次观看","1天前"
"Nioh 3 Showcase Video Reaction and discussion with chat仁王3展示视频互动与聊天讨论","https://www.youtube.com/watch?v=P5yC-Te9htM&pp=ygUGbmlvaCAz","22.15","1515次观看","6天前"
"Nioh 3 Final Beta Review仁王3最终测试评测","https://www.youtube.com/watch?v=RBcksNRkmKk&pp=ygUGbmlvaCAz","13.41","1588次观看","1天前"
"MANCAM BATAIE RAU DE TOT IN NIOH 3我们在《仁王3》中吃了狠毒的打","https://www.youtube.com/watch?v=7caIfxA4-n8&pp=ygUGbmlvaCAz","4.32:11","1959次观看","直播时间：2小时前"
"Nioh 3 - Let's Play Part 14: Maisaka Post仁王3 - 实况 第14部分：舞坂帖子","https://www.youtube.com/watch?v=70foqq2R12M&pp=ygUGbmlvaCAz","29.18","1517次观看","5小时前"
"오픈월드로 돌아온 요괴 잡는 게임 | 인왕3 (Nioh 3) 데모플레이捕捉妖怪游戏重返开放世界 |仁王3试玩","https://www.youtube.com/watch?v=9rjk0dGlRsA&pp=ygUGbmlvaCAz","4.17:44","1430次观看","2天前"
"Nioh 3 FULL Gameplay DAY 2仁王3 完整游戏体验 第二天","https://www.youtube.com/watch?v=V4Gf5mjQkMM&pp=ygUGbmlvaCAz","5.33:24","1408次观看","直播时间：18小时前"
"NIOH 3 🔥 DUAS LÂMINAS, UM DESTINO! | PRIMEIRA VEZ JOGANDO仁王3 🔥 双刀一命运！ |第一次玩","https://www.youtube.com/watch?v=tZ64qSbav9g&pp=ygUGbmlvaCAz","9.32:13","1348次观看","直播时间：2天前"
"How to break NIOH 3 demo final boss如何突破《仁王 3》试玩版最终 Boss","https://www.youtube.com/watch?v=WYIXzwzxVgE&pp=ygUGbmlvaCAz","1.36","2132次观看","1天前"
"NIOH 3 - #1 - INÍCIO DO JOGO COMPLETO - Legendado PT-BR PC仁王 3 - #1 - 完整游戏开始 - 字幕 PT-BR PC 版","https://www.youtube.com/watch?v=yROagocvlFw&pp=ygUGbmlvaCAz","4.23:13","1401次观看","2天前"
"Nioh 3 Demo Max Settings, DLAA 4K | RTX 5090 | R9 9950X3D《仁王 3 演示最大设置》，DLAA 4K |RTX 5090 |R9 9950X3D","https://www.youtube.com/watch?v=JofU1r8mx3k&pp=ygUGbmlvaCAz","24.58","1444次观看","21小时前"
"NIOH 3 does ALMOST EVERYTHING right and BETTER!《仁王3》几乎所有方面都做得更好！","https://www.youtube.com/watch?v=B45xj9XnCQI&pp=ygUGbmlvaCAz","17.31","1397次观看","1天前"
"FIRST IN GAME XP LVL UP FAST Amrita FARM GUIDE | Nioh 3游戏首次经验快速升级 Amrita 农场指南 |仁王 3","https://www.youtube.com/watch?v=Dr4YQ-2BOEU&pp=ygUGbmlvaCAz","1.06","1676次观看","1天前"
"Nioh 3 DLSS 4.5 Compared to DLSS 4仁王 3 DLSS 4.5 与 DLSS 4 的比较","https://www.youtube.com/watch?v=OAGU3ryUxfg&pp=ygUGbmlvaCAz","5.15","1439次观看","1天前"
"Nioh 3 - Ryzen 3 3200G - Ryzen 5 3400G - Ryzen 5 5600G - Ryzen 7 5700G - 8500G - 8600G - 8700G仁王 3 - 锐龙 3 3200G - 锐龙 5 3400G - 锐龙 5 5600G - 锐龙 7 5700G - 8500G - 8600G - 8700G","https://www.youtube.com/watch?v=z10Piu8kvKw&pp=ygUGbmlvaCAz","17.15","1330次观看","1天前"
"Welcome Nioh 3, Deflect Odachi Ninja Style欢迎《仁王3》，以忍者风格偏转大太刀","https://www.youtube.com/watch?v=hJ3lXJIKXyk&pp=ygUGbmlvaCAz","0.23","1343次观看","1天前"
"🔴 Nioh 3 100% Full Game Playthrough Day 2 - Finishing up First world (PS5 JP Dub)🔴 《仁王 3》100%完整通关 第二天——完成第一世界（PS5 日版配音）","https://www.youtube.com/watch?v=Cfi-935EdwE&pp=ygUGbmlvaCAz","5.26:01","1299次观看","直播时间：8小时前"
"Nioh 3 - RX 580 | 1080p - All Settings仁王 3 - RX 580 |1080p - 所有设置","https://www.youtube.com/watch?v=LN1EpxuIV2M&pp=ygUGbmlvaCAz","21.43","1270次观看","3天前"
"Nioh 3 Demo Is Finally Here | First Gameplay Impressions仁王3试玩版终于来了 |初次游戏体验","https://www.youtube.com/watch?v=z1aD-FY-LIw&pp=ygUGbmlvaCAz2AYp0gcJCZEKAYcqIYzv","24.21","1240次观看","2天前"
"NIOH 3 EARLY ACCESS! MASTERING PARRY + GOD TIER BUILD MAKING | Nioh 3仁王3抢先体验！掌握招架+神级构建 |仁王3","https://www.youtube.com/watch?v=gf9xBGjndDs&pp=ygUGbmlvaCAz","4.39:23","1114次观看","直播时间：1天前"
"Nioh 3 | Demo Content Carries Into Game Release | Part 5仁王3 |试玩版内容将延续至游戏发布 |第五部分","https://www.youtube.com/watch?v=0CfP4Vvwa_w&pp=ygUGbmlvaCAz","44.53","1309次观看","2天前"
"Mach das zuerst! Diese 5 Einstellungen in Nioh 3 solltest du ändern!先做这个！你应该在《仁王3》里更改这5个设置！","https://www.youtube.com/watch?v=GYAMMDBNHxk&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","3.40","1861次观看","11小时前"
"Steam Deck OLED / Nioh 3 Performance / SteamOS 3.9Steam Deck OLED / 仁王 3 性能版 / SteamOS 3.9","https://www.youtube.com/watch?v=kp4YQhIrIyM&pp=ygUGbmlvaCAz","10.42","1144次观看","2天前"
"🔴 Nioh 3 / This Demo just dropped and progress transfers to the real game!🔴 《仁王3》/这个试玩版刚刚发布，进度会转移到正式游戏中！","https://www.youtube.com/watch?v=JwD5r0XyOgM&pp=ygUGbmlvaCAz","11.54:59","1041次观看","直播时间：2天前"
"Nioh 3 Combo Potential Is Unmatched ...仁王3的连击潜力无与伦比......","https://www.youtube.com/watch?v=xA9FmWcawJE&pp=ygUGbmlvaCAz","2.29","1647次观看","2天前"
"PS5 NIOH 3 Gameplay Walkthrough Part 1 FULL GAME DEMO | Nioh 3 Demo PS5 Gameplay| Nioh 3 WalkthroughPS5 《仁王 3》游戏演示 第一部分 完整游戏演示 |《仁王 3》PS5 演示版|仁王 3 攻略","https://www.youtube.com/watch?v=8KB4Sfi1gNw&pp=ygUGbmlvaCAz","6.20:29","1111次观看","直播时间：2天前"
"Nioh 3: Demo Got Me Hyped & This Will Be The Best Nioh Game!《仁王3：试玩版》让我兴奋，这将是最棒的《仁王》游戏！","https://www.youtube.com/watch?v=gJIHPgx0MIE&pp=ygUGbmlvaCAz","9.36","1277次观看","1天前"
"What Happens if you Beat the Tutorial Boss Tokugawa Kunimatsu in Nioh 3? (No Damage)如果你在《仁王 3》中击败了教程 Boss 德川国松，会发生什么？（无损伤）","https://www.youtube.com/watch?v=kKVzo0J8koM&pp=ygUGbmlvaCAz","4.37","986次观看","3天前"
"Nioh 3 - Introduction playthrough仁王3 - 入门游玩","https://www.youtube.com/watch?v=OXHZjjrFouE&pp=ygUGbmlvaCAz0gcJCZEKAYcqIYzv","1.12:17","999次观看","3天前"
"NIOH 3 NOVA DEMO VAMOS JOGAR仁王 3 NOVA 试玩","https://www.youtube.com/watch?v=R8yopH5DbPA&pp=ygUGbmlvaCAz","6.08:51","1095次观看","直播时间：2天前"
"Nioh 3 Expectations - This Changes Everything仁王3的期待——这改变了一切","https://www.youtube.com/watch?v=b4RdCBlU2GI&pp=ygUGbmlvaCAz","9.40","990次观看","4天前"
"Nioh 3 Full Walkthrough 01! Edo Falls: Boss Yamagata Masakage! | Beginner Tutorial + Character Cr...仁王3完整攻略01！江户瀑布：山形正景老板！|初学者教程 + 角色评分......","https://www.youtube.com/watch?v=kaG1AtLA3Vw&pp=ygUGbmlvaCAz","25.34","1019次观看","20小时前"
"VOCÊ PROVAVELMENTE NÃO VIU ESSA GAMEPLAY DE NIOH 3你可能没看过这个《仁王3》的游戏演示","https://www.youtube.com/watch?v=0s_aSQ9FakE&pp=ygUGbmlvaCAz","17.15","943次观看","6天前"
"NIOH 3 DEMO MAGO CEIFADOR FARMANDO仁王3演示版死神法师刷怪","https://www.youtube.com/watch?v=mxNT40XOuPc&pp=ygUGbmlvaCAz","4.09:21","994次观看","直播时间：22小时前"
"Nioh 3 - RX 6600 - All Settings Tested仁王 3 - RX 6600 - 所有设置测试","https://www.youtube.com/watch?v=vmluUCtdlLw&pp=ygUGbmlvaCAz","22.11","941次观看","2天前"
"GTX 1650 | Nioh 3 - 4K, 1440p, 1080p, 900p, 720p - FSR 3.1 + FGGTX 1650 |仁王 3 - 4K，1440p，1080p，900p，720p - FSR 3.1 + FG","https://www.youtube.com/watch?v=EGnysIrJUKA&pp=ygUGbmlvaCAz","20.56","1138次观看","2天前"
"Nioh 3 Let's Play (Part 6) - A Fan Favorite Returns (PC) @PWARGaming仁王 3 实况（第六部分）——粉丝喜爱回归（PC）@PWARGaming","https://www.youtube.com/watch?v=SMVd_uCPM6U&pp=ygUGbmlvaCAz","2.44:55","893次观看","1天前"
"Nioh 3 - Trailer de Recursos | PS5仁王 3 - 资源预告片 |PS5","https://www.youtube.com/watch?v=_LSpRKlLkDk&pp=ygUGbmlvaCAz","0.51","943次观看","2天前"
"Nioh 3 | Demo Content Carries Into Game Release | Part 6仁王3 |试玩版内容将延续至游戏发布 |第六部分","https://www.youtube.com/watch?v=kyiaAQ1T3H8&pp=ygUGbmlvaCAz","43.14","947次观看","2天前"
